id,time,lat,lon,depth,mag,place
750,2014-10-16T16:10:37.380Z,64.6624,-17.5007,7.57,4.6,117km SSE of Akureyri - Iceland
751,2014-10-16T12:40:07.010Z,35.8935,31.0187,1,4,80km SE of Beykonak - Turkey
752,2014-10-16T06:48:28.080Z,35.6487,26.5797,65,4.6,58km NNE of Palaikastron - Greece
753,2014-10-16T06:10:35.560Z,35.9132,30.9895,6.9,4,76km SE of Beykonak - Turkey
754,2014-10-16T03:14:59.200Z,64.6175,-17.5353,7.72,4.7,119km WNW of Hofn - Iceland
755,2014-10-15T11:16:33.900Z,64.4814,-18.0043,10,5.5,128km NNE of Vik - Iceland
756,2014-10-14T21:56:56.340Z,64.6338,-17.4853,8.1,4.6,117km WNW of Hofn - Iceland
757,2014-10-14T18:51:17.870Z,64.6479,-17.5133,9,4.7,118km SSE of Akureyri - Iceland
758,2014-10-14T13:03:35.260Z,64.6289,-17.5042,8.33,4.6,118km WNW of Hofn - Iceland
759,2014-10-14T06:41:30.790Z,64.4883,-17.8712,10,4.5,131km WNW of Hofn - Iceland
760,2014-10-14T01:10:12.250Z,64.6879,-17.5508,7.18,4.7,113km SSE of Akureyri - Iceland
761,2014-10-13T19:00:17.510Z,64.648,-17.5143,10,4.7,118km SSE of Akureyri - Iceland
762,2014-10-13T16:15:01.390Z,64.5621,-17.8399,10,4.5,125km S of Akureyri - Iceland
763,2014-10-13T09:26:48.400Z,64.3668,-17.6107,10,4.3,116km W of Hofn - Iceland
764,2014-10-13T09:16:50.090Z,64.6412,-17.4395,10,4.6,115km WNW of Hofn - Iceland
765,2014-10-12T21:23:16.090Z,64.5756,-17.764,7.73,4.8,124km S of Akureyri - Iceland
766,2014-10-12T20:59:12.750Z,35.5532,21.6007,25.77,4.7,140km S of Methoni - Greece
767,2014-10-12T10:07:22.510Z,64.6064,-17.5819,10,4.6,120km WNW of Hofn - Iceland
768,2014-10-12T08:43:44.090Z,64.533,-17.6572,10,5.1,122km WNW of Hofn - Iceland
769,2014-10-11T19:35:56.130Z,64.3551,-17.9128,7.28,4.3,117km NNE of Vik - Iceland
770,2014-10-11T19:34:01.670Z,64.5703,-17.5229,9.2,4.5,117km WNW of Hofn - Iceland
771,2014-10-11T11:30:19.660Z,64.6752,-17.405,8.01,4.7,115km WNW of Hofn - Iceland
772,2014-10-10T23:51:19.910Z,64.6186,-17.5864,8.86,4.5,121km SSE of Akureyri - Iceland
773,2014-10-10T21:04:58.280Z,64.6431,-17.6189,8.96,4.7,118km S of Akureyri - Iceland
774,2014-10-10T11:26:10.380Z,64.7719,-17.5737,7.99,4.8,104km SSE of Akureyri - Iceland
775,2014-10-10T02:24:37.540Z,64.5691,-17.593,6.45,4.5,120km WNW of Hofn - Iceland
776,2014-10-09T21:22:13.360Z,64.6209,-17.479,8.92,4.7,116km WNW of Hofn - Iceland
777,2014-10-09T20:21:12.770Z,34.9249,-4.4305,18.67,4.4,10km W of Targuist - Morocco
778,2014-10-09T19:13:16.850Z,64.5106,-17.9455,10,4.6,130km S of Akureyri - Iceland
779,2014-10-09T04:37:19.310Z,64.5598,-17.5741,7.71,4.8,119km WNW of Hofn - Iceland
780,2014-10-08T18:48:59.380Z,64.6032,-17.8498,7.87,4.6,120km S of Akureyri - Iceland
781,2014-10-08T15:24:16.530Z,64.6021,-17.4972,8.63,4.6,116km WNW of Hofn - Iceland
782,2014-10-07T10:22:30.750Z,64.5298,-17.1994,4,5.5,100km WNW of Hofn - Iceland
783,2014-10-07T03:51:38.190Z,64.6614,-17.8463,7.7,4.7,114km S of Akureyri - Iceland
784,2014-10-07T01:19:06.300Z,37.89,21.43,27,4.2,6km NE of Sinoikismos Khavarion - Greece
785,2014-10-07T00:33:49.870Z,64.6097,-17.646,7.41,4.4,121km S of Akureyri - Iceland
786,2014-10-06T19:03:36.860Z,64.6181,-17.4453,8.2,4.6,115km WNW of Hofn - Iceland
787,2014-10-06T18:08:01.900Z,35.0675,26.5217,0,4.4,28km ESE of Palaikastron - Greece
788,2014-10-06T15:07:32.250Z,64.5494,-17.7548,7.98,4.5,127km S of Akureyri - Iceland
789,2014-10-06T11:04:07.110Z,64.6403,-17.4566,10,4.6,116km WNW of Hofn - Iceland
790,2014-10-05T16:58:58.180Z,64.5896,-17.3642,10.74,4.9,110km WNW of Hofn - Iceland
791,2014-10-05T11:14:27.770Z,64.5776,-17.5548,9.43,4.5,118km WNW of Hofn - Iceland
792,2014-10-05T03:54:56.260Z,64.6042,-17.5755,7.07,4.4,120km WNW of Hofn - Iceland
793,2014-10-04T18:55:09.730Z,64.6536,-17.5307,8.61,4.8,117km SSE of Akureyri - Iceland
794,2014-10-04T12:27:56.040Z,35.1004,26.2324,60.7,4.9,11km S of Palaikastron - Greece
795,2014-10-04T12:05:22.630Z,64.6203,-17.5307,9.16,4.9,119km WNW of Hofn - Iceland
796,2014-10-04T06:40:34.000Z,36.3365,29.1278,20.5,4.1,25km S of OEluedeniz - Turkey
797,2014-10-04T05:57:01.480Z,64.5313,-17.7787,8.35,4.6,127km WNW of Hofn - Iceland
798,2014-10-04T05:23:50.100Z,34.29,25.06,21,4.4,79km S of Pirgos - Greece
799,2014-10-04T02:24:33.670Z,64.362,-17.744,8.01,4.7,122km NNE of Vik - Iceland
800,2014-10-04T00:12:01.790Z,37.3889,22.2035,10,4.3,5km ESE of Megalopolis - Greece
801,2014-10-03T22:20:45.530Z,34.4354,26.3013,15.49,5.1,74km SSE of Makry Gialos - Greece
802,2014-10-03T22:02:47.920Z,64.3133,-18.2422,15.07,4.5,106km NNE of Vik - Iceland
803,2014-10-03T18:49:32.690Z,64.6788,-17.5131,7.63,4.5,115km SSE of Akureyri - Iceland
804,2014-10-03T15:12:11.700Z,37.9353,21.7652,17.5,4.7,17km SE of Kato Mazarakion - Greece
805,2014-10-03T12:42:54.700Z,64.6141,-17.5472,10,4.7,119km WNW of Hofn - Iceland
806,2014-10-03T01:41:37.550Z,64.6103,-17.5157,10,4.8,118km WNW of Hofn - Iceland
807,2014-10-02T20:08:34.140Z,64.4168,-18.1164,10,4.4,119km NNE of Vik - Iceland
808,2014-10-02T15:51:59.460Z,35.9136,26.9859,27.99,4.4,49km NNW of Karpathos - Greece
809,2014-10-02T13:27:48.810Z,64.4518,-17.8099,9.18,4.5,127km W of Hofn - Iceland
810,2014-10-02T12:06:28.180Z,35.9958,27.0292,33,4.4,56km NNW of Karpathos - Greece
811,2014-10-02T06:39:35.110Z,64.634,-17.4635,7.5,4.6,116km WNW of Hofn - Iceland
812,2014-10-02T00:37:01.600Z,64.5978,-17.6197,8.27,4.9,122km WNW of Hofn - Iceland
813,2014-10-01T17:59:53.890Z,64.6446,-17.5005,8.6,4.6,118km WNW of Hofn - Iceland
814,2014-10-01T09:19:59.260Z,64.53,-17.9574,8.06,4.4,128km S of Akureyri - Iceland
815,2014-10-01T07:16:32.020Z,36.9368,29.4619,21.04,4.1,10km SW of Altinyayla - Turkey
816,2014-10-01T02:44:47.560Z,64.5609,-17.7804,7.94,4.6,125km S of Akureyri - Iceland
817,2014-09-30T22:16:33.200Z,35.15,27.13,21,4.3,40km S of Karpathos - Greece
818,2014-09-30T19:24:49.340Z,64.5568,-17.3687,8.44,4.6,109km WNW of Hofn - Iceland
819,2014-09-30T15:12:40.020Z,43.0647,18.2413,4,4.4,17km NE of Ljubinje - Bosnia and Herzegovina
820,2014-09-30T14:53:20.350Z,64.5774,-17.882,8.87,4.6,123km S of Akureyri - Iceland
821,2014-09-30T07:57:57.870Z,64.4994,-17.8963,6.08,4.5,132km S of Akureyri - Iceland
822,2014-09-29T13:43:01.660Z,64.5075,-17.315,10,5.6,105km WNW of Hofn - Iceland
823,2014-09-29T10:37:17.170Z,64.6526,-17.7331,6.93,4.1,116km S of Akureyri - Iceland
824,2014-09-29T08:15:08.040Z,39.335,24.026,15.1,4.5,24km NNE of Patitirion - Greece
825,2014-09-29T03:52:13.990Z,64.6666,-17.4701,8.21,4.8,117km SSE of Akureyri - Iceland
826,2014-09-28T16:57:16.940Z,70.7388,-14.424,12.98,4.1,210km W of Olonkinbyen - Svalbard and Jan Mayen
827,2014-09-28T12:34:18.400Z,64.6353,-17.6219,9.56,4.7,118km S of Akureyri - Iceland
828,2014-09-28T04:51:18.890Z,71.3227,-5.5016,10,4.3,124km ENE of Olonkinbyen - Svalbard and Jan Mayen
829,2014-09-27T19:31:47.600Z,64.6287,-17.5641,7.62,4.8,120km SSE of Akureyri - Iceland
830,2014-09-27T08:11:05.870Z,64.6071,-17.5876,5.21,4.4,121km WNW of Hofn - Iceland
831,2014-09-27T02:00:16.290Z,64.5888,-17.815,10,4.8,122km S of Akureyri - Iceland
832,2014-09-26T23:38:09.520Z,36.7979,16.5232,17.04,4.1,115km ESE of Siracusa - Italy
833,2014-09-26T19:26:24.130Z,34.169,25.0273,14.38,4.4,92km S of Pirgos - Greece
834,2014-09-26T18:54:56.940Z,64.5735,-17.6526,7.39,4.2,123km WNW of Hofn - Iceland
835,2014-09-26T16:49:30.730Z,64.5604,-17.4878,11.05,4.9,115km WNW of Hofn - Iceland
836,2014-09-26T07:51:19.700Z,34.19,25.03,22,4.5,90km S of Pirgos - Greece
837,2014-09-26T04:33:34.400Z,38.36,22.03,5,4.3,7km NNE of Kamarai - Greece
838,2014-09-25T19:55:24.390Z,64.5572,-17.8578,10,4.3,126km S of Akureyri - Iceland
839,2014-09-25T16:35:18.850Z,64.6038,-17.4272,9.29,4.7,113km WNW of Hofn - Iceland
840,2014-09-25T05:16:11.790Z,64.5817,-17.6649,7.98,4.3,123km WNW of Hofn - Iceland
841,2014-09-25T05:00:06.780Z,64.5055,-17.5066,8.9,5.2,114km WNW of Hofn - Iceland
842,2014-09-25T02:04:24.000Z,38.35,21.8,18,4.3,5km SSW of Nafpaktos - Greece
843,2014-09-24T22:35:35.200Z,64.6342,-17.5823,10.07,4.9,119km SSE of Akureyri - Iceland
844,2014-09-24T08:14:38.720Z,64.653,-17.5125,10,4.9,118km SSE of Akureyri - Iceland
845,2014-09-23T13:44:25.850Z,64.6788,-17.5391,8.41,4.4,114km SSE of Akureyri - Iceland
846,2014-09-23T04:33:59.300Z,64.8846,-17.5047,8.89,5.1,93km SSE of Akureyri - Iceland
847,2014-09-22T18:45:48.120Z,64.6235,-17.8436,10,4.3,118km S of Akureyri - Iceland
848,2014-09-22T13:36:04.490Z,64.5887,-17.7522,8.32,4.4,123km S of Akureyri - Iceland
849,2014-09-22T09:51:53.670Z,64.4807,-17.6938,10,4.6,122km WNW of Hofn - Iceland
850,2014-09-22T07:25:36.970Z,35.3715,35.6011,10,4.1,22km SW of Latakia - Syria
851,2014-09-21T10:51:47.840Z,64.5212,-17.3866,5,5.4,109km WNW of Hofn - Iceland
852,2014-09-21T09:36:44.800Z,64.5983,-17.833,6.81,4.3,121km S of Akureyri - Iceland
853,2014-09-21T09:33:54.950Z,35.4159,23.3659,58.64,4.3,21km WSW of Platanos - Greece
854,2014-09-21T01:43:25.300Z,34.1445,25.0653,10,4.2,95km S of Pirgos - Greece
855,2014-09-21T01:13:27.000Z,38.373,21.814,9.7,4.4,2km SSW of Nafpaktos - Greece
856,2014-09-21T00:57:52.820Z,64.6819,-17.548,7.66,4.4,114km SSE of Akureyri - Iceland
857,2014-09-21T00:43:40.000Z,38.3508,21.8327,11.4,5,4km S of Nafpaktos - Greece
858,2014-09-20T18:23:44.270Z,35.711,29.9575,6.2,4.3,59km S of Demre - Turkey
859,2014-09-20T17:11:45.480Z,64.6444,-17.3839,10,4.8,113km WNW of Hofn - Iceland
860,2014-09-20T17:05:50.050Z,64.4381,-17.8341,7.64,4.3,127km NNE of Vik - Iceland
861,2014-09-20T01:10:14.340Z,64.6912,-17.2269,7.64,5,108km WNW of Hofn - Iceland
862,2014-09-19T15:35:08.760Z,38.3733,21.8195,18.1,4.5,2km SSW of Nafpaktos - Greece
863,2014-09-19T09:33:24.700Z,38.356,21.825,14.4,4.2,3km S of Nafpaktos - Greece
864,2014-09-18T21:43:35.520Z,64.5674,-17.7245,7.88,4.5,125km S of Akureyri - Iceland
865,2014-09-18T16:14:24.550Z,34.356,23.5078,24.9,4.1,98km S of Palaiochora - Greece
866,2014-09-18T14:21:48.920Z,64.6984,-17.162,6.89,5.3,106km WNW of Hofn - Iceland
867,2014-09-18T07:24:25.290Z,37.698,23.089,25.4,4.3,10km NNE of Ligourion - Greece
868,2014-09-18T03:17:10.630Z,64.7299,-17.7502,6.78,4.6,107km S of Akureyri - Iceland
869,2014-09-17T18:09:55.040Z,64.487,-17.8575,10,4.6,130km WNW of Hofn - Iceland
870,2014-09-17T12:33:22.700Z,40.78,21.26,17,4.6,12km W of Florina - Greece
871,2014-09-16T21:34:14.480Z,64.6493,-17.4933,5,5.1,118km SSE of Akureyri - Iceland
872,2014-09-16T14:48:00.560Z,64.5662,-17.515,8.83,4.6,116km WNW of Hofn - Iceland
873,2014-09-16T10:36:32.220Z,64.485,-17.9341,10,4,130km NNE of Vik - Iceland
874,2014-09-16T09:41:40.170Z,37.181,23.004,25.3,4.5,13km E of Leonidi - Greece
875,2014-09-15T13:08:00.880Z,61.5515,14.4391,15.84,4.6,41km NNE of AElvdalen - Sweden
876,2014-09-15T08:05:02.090Z,64.5728,-17.3974,10,5.5,111km WNW of Hofn - Iceland
877,2014-09-14T22:41:56.900Z,37.18,23.01,25,4.2,13km E of Leonidi - Greece
878,2014-09-14T16:33:33.110Z,35.6261,21.6287,34.34,4.6,132km S of Methoni - Greece
879,2014-09-14T16:04:55.550Z,34.0871,25.0723,10,4.1,101km S of Pirgos - Greece
880,2014-09-14T14:06:45.620Z,64.566,-17.6466,7.97,4.6,122km WNW of Hofn - Iceland
881,2014-09-14T06:54:03.920Z,64.3467,-17.9633,7.91,4.1,115km NNE of Vik - Iceland
882,2014-09-14T06:01:22.900Z,34.33,25.05,29,4.3,74km S of Pirgos - Greece
883,2014-09-13T07:58:17.640Z,64.6764,-17.4362,8.33,5,116km SSE of Akureyri - Iceland
884,2014-09-13T04:23:06.300Z,35.75,30.17,12,4.1,57km SSE of Demre - Turkey
885,2014-09-13T02:45:05.780Z,36.7717,21.1178,31.07,4.1,52km W of Methoni - Greece
886,2014-09-13T00:02:37.790Z,34.1673,25.0339,30.5,4,92km S of Pirgos - Greece
887,2014-09-12T23:58:58.120Z,64.6184,-17.6543,9.22,4.6,120km S of Akureyri - Iceland
888,2014-09-12T22:55:37.390Z,36.2452,30.9322,29,4.4,46km SE of Tekirova - Turkey
889,2014-09-12T21:56:49.770Z,34.5898,23.3328,40.03,4.4,78km SSW of Palaiochora - Greece
890,2014-09-12T09:32:58.510Z,64.6601,-17.5812,10,4.5,116km SSE of Akureyri - Iceland
891,2014-09-11T19:57:12.930Z,64.6308,-17.5574,10,5.1,119km SSE of Akureyri - Iceland
892,2014-09-11T14:23:23.320Z,64.5569,-17.8721,6.47,4.1,126km S of Akureyri - Iceland
893,2014-09-11T00:07:40.290Z,64.5326,-17.3433,7.56,5.3,107km WNW of Hofn - Iceland
894,2014-09-10T19:45:58.010Z,45.6066,26.526,107.3,4.7,14km NNW of Lopatari - Romania
895,2014-09-10T05:28:32.790Z,64.6756,-17.6123,10,4.9,114km SSE of Akureyri - Iceland
896,2014-09-09T11:24:53.000Z,38.921,20.784,25.3,4.3,4km SE of Preveza - Greece
897,2014-09-09T01:07:29.000Z,64.666,-17.374,7,5.2,113km WNW of Hofn - Iceland
898,2014-09-08T16:27:16.980Z,64.7667,-16.9932,9.14,4.2,103km NW of Hofn - Iceland
899,2014-09-08T14:47:59.970Z,64.7008,-17.58,7.59,4.6,112km SSE of Akureyri - Iceland
900,2014-09-08T11:46:21.890Z,36.5346,3.0628,13.94,4,1km WSW of Bougara - Algeria
901,2014-09-08T07:20:06.870Z,64.4575,-17.6073,10,4.5,118km WNW of Hofn - Iceland
902,2014-09-08T06:15:43.590Z,64.6935,-17.715,10,4.4,111km S of Akureyri - Iceland
903,2014-09-07T10:45:02.710Z,44.1401,10.76,12.5,4.4,4km N of Cutigliano - Italy
904,2014-09-07T09:56:24.990Z,37.6397,19.8964,9.92,4.6,78km SW of Lixourion - Greece
905,2014-09-07T07:07:59.750Z,64.5442,-17.395,4.98,5.5,110km WNW of Hofn - Iceland
906,2014-09-07T03:27:44.310Z,64.6767,-17.6381,10,4.3,114km S of Akureyri - Iceland
907,2014-09-06T14:32:15.300Z,64.4357,-17.7916,10,4,126km W of Hofn - Iceland
908,2014-09-06T05:40:51.010Z,64.7001,-17.4281,5,4.8,113km SSE of Akureyri - Iceland
909,2014-09-05T23:45:49.620Z,64.6047,-17.7724,8.19,4.4,121km S of Akureyri - Iceland
910,2014-09-05T01:19:38.760Z,64.6788,-17.2428,10,5.3,108km WNW of Hofn - Iceland
911,2014-09-04T23:34:13.810Z,64.3405,-17.8353,8.58,4.2,118km NNE of Vik - Iceland
912,2014-09-04T23:33:25.870Z,64.5433,-17.5292,7.22,4.3,116km WNW of Hofn - Iceland
913,2014-09-04T21:00:04.300Z,36.21,30.82,46,5.3,41km SE of Tekirova - Turkey
914,2014-09-04T17:43:40.100Z,40.1042,24.8807,12.33,4.9,29km NNW of Myrina - Greece
915,2014-09-04T09:04:12.720Z,34.702,24.1318,32.21,4.4,67km SW of Ayia Galini - Greece
916,2014-09-04T07:02:03.770Z,67.309,-19.0591,10,4.3,129km N of Siglufjordur - Iceland
917,2014-09-04T03:53:01.280Z,41.6437,32.5123,4.5,4.5,12km WNW of Ulus - Turkey
918,2014-09-04T03:44:49.310Z,64.5509,-17.7607,7.3,4.3,127km S of Akureyri - Iceland
919,2014-09-03T03:09:55.710Z,64.7055,-17.4648,5,5.4,112km SSE of Akureyri - Iceland
920,2014-09-03T00:58:48.800Z,38.345,21.908,1.4,4,8km SE of Nafpaktos - Greece
921,2014-09-02T22:53:39.430Z,64.6507,-17.6617,10,4.6,116km S of Akureyri - Iceland
922,2014-09-02T13:55:04.240Z,64.5586,-17.371,8.05,4.5,109km WNW of Hofn - Iceland
923,2014-09-02T11:26:53.220Z,64.6642,-17.4652,10,4.5,117km SSE of Akureyri - Iceland
924,2014-09-01T11:41:09.540Z,64.681,-17.495,0,5.5,115km SSE of Akureyri - Iceland
925,2014-09-01T08:58:14.150Z,64.6045,-17.598,9.51,4.9,121km WNW of Hofn - Iceland
926,2014-09-01T04:59:23.970Z,64.5122,-17.7682,7.13,4.3,126km WNW of Hofn - Iceland
927,2014-08-31T16:12:34.900Z,64.6491,-17.5222,8.19,4.7,118km SSE of Akureyri - Iceland
928,2014-08-31T12:01:48.010Z,64.6449,-17.4576,11.09,5.1,116km WNW of Hofn - Iceland
929,2014-08-31T00:54:51.360Z,71.6016,-3.0842,10,4.3,215km ENE of Olonkinbyen - Svalbard and Jan Mayen
930,2014-08-31T00:13:49.740Z,71.5545,-2.7167,10,4.1,226km ENE of Olonkinbyen - Svalbard and Jan Mayen
931,2014-08-31T00:10:16.610Z,71.5452,-2.9599,10,4.2,218km ENE of Olonkinbyen - Svalbard and Jan Mayen
932,2014-08-30T07:03:04.140Z,64.5926,-17.4932,6,5.4,116km WNW of Hofn - Iceland
933,2014-08-30T02:35:37.090Z,64.5495,-17.9145,10,4.2,126km S of Akureyri - Iceland
934,2014-08-29T12:21:49.330Z,64.7226,-17.3446,10,5.4,112km SSE of Akureyri - Iceland
935,2014-08-29T11:15:01.440Z,64.5639,-17.7685,8,4.3,125km S of Akureyri - Iceland
936,2014-08-29T03:48:39.800Z,36.75,23.72,38,4.8,61km E of Gefyra - Greece
937,2014-08-29T03:45:07.500Z,36.685,23.706,80,5.8,59km E of Gefyra - Greece
938,2014-08-28T17:49:19.870Z,45.671,10.7,2.6,4.1,3km ESE of Gargnano - Italy
939,2014-08-28T08:13:42.220Z,64.6928,-17.3877,4,5.4,115km SSE of Akureyri - Iceland
940,2014-08-28T08:11:51.920Z,64.5699,-17.8074,7.2,4.2,124km S of Akureyri - Iceland
941,2014-08-28T01:30:53.400Z,64.5188,-17.756,7.06,4,126km WNW of Hofn - Iceland
942,2014-08-27T23:53:46.320Z,64.6101,-17.6711,7.18,4.5,121km S of Akureyri - Iceland
943,2014-08-27T02:50:36.410Z,64.446,-17.648,9,5.3,119km WNW of Hofn - Iceland
944,2014-08-27T01:52:03.420Z,65.0052,-16.9166,7.9,4.5,93km SE of Akureyri - Iceland
945,2014-08-27T00:16:29.190Z,64.5336,-17.7281,3.7,5.3,125km WNW of Hofn - Iceland
946,2014-08-26T11:56:46.870Z,64.6564,-17.149,10,4.2,103km WNW of Hofn - Iceland
947,2014-08-26T01:26:08.320Z,64.6384,-17.5183,10,5.3,119km SSE of Akureyri - Iceland
948,2014-08-25T22:21:31.600Z,64.593,-17.4885,8.65,4.2,116km WNW of Hofn - Iceland
949,2014-08-25T16:19:04.370Z,64.4529,-17.7765,9.24,5,126km WNW of Hofn - Iceland
950,2014-08-24T20:39:13.580Z,64.5645,-17.457,7.68,5.3,113km WNW of Hofn - Iceland
951,2014-08-24T19:43:30.750Z,37.683,30.6288,7.4,5.1,9km ENE of Aglasun - Turkey
952,2014-08-24T15:00:13.630Z,64.5267,-17.41,12.03,4.8,110km WNW of Hofn - Iceland
953,2014-08-24T07:12:49.030Z,45.6092,26.3172,147.9,4.3,16km NNW of Gura Teghii - Romania
954,2014-08-24T05:33:44.950Z,64.5178,-17.5417,10,4.9,116km WNW of Hofn - Iceland
955,2014-08-24T00:09:53.910Z,64.6693,-17.4474,6.2,5.3,116km SSE of Akureyri - Iceland
956,2014-08-23T18:33:07.070Z,64.7515,-17.3761,7.88,4.7,109km SSE of Akureyri - Iceland
957,2014-08-23T14:04:24.000Z,64.665,-17.505,8,4.3,116km SSE of Akureyri - Iceland
958,2014-08-22T17:46:28.310Z,35.4228,27.7692,5.15,4.3,51km E of Karpathos - Greece
959,2014-08-22T15:41:08.830Z,64.5081,-17.7576,7.29,4.3,126km WNW of Hofn - Iceland
960,2014-08-22T04:27:54.000Z,39.935,23.431,13.5,5.2,12km SW of Polikhronon - Greece
961,2014-08-22T04:22:30.900Z,39.939,23.444,17.4,4.2,11km SW of Polikhronon - Greece
962,2014-08-22T00:22:46.420Z,35.7201,0.1522,15.6,4.1,24km SSE of Mostaganem - Algeria
963,2014-08-21T23:50:22.650Z,64.5099,-17.6125,6.84,4.8,119km WNW of Hofn - Iceland
964,2014-08-21T20:37:58.790Z,64.2029,-18.3494,10,4.4,93km NNE of Vik - Iceland
965,2014-08-21T20:37:18.500Z,35.6447,27.6893,0.9,4.4,45km ENE of Karpathos - Greece
966,2014-08-19T13:38:23.040Z,36.9303,-5.5607,11.33,4.6,1km WNW of Puerto Serrano - Spain
967,2014-08-16T04:04:51.180Z,64.2674,-17.853,10,4,110km NNE of Vik - Iceland
968,2014-08-15T04:00:18.500Z,37.02,27.41,10,4.3,2km SW of Bodrum - Turkey
969,2014-08-14T12:27:59.480Z,35.7884,28.2775,10,4.1,41km SE of Lardos - Greece
970,2014-08-13T14:17:39.490Z,34.5177,28.3112,34.14,4.6,148km SE of Karpathos - Greece
971,2014-08-13T09:42:55.100Z,36.9427,27.6773,1,4.4,22km N of Datca - Turkey
972,2014-08-12T15:05:47.020Z,34.357,22.1229,30.27,4.2,172km SW of Palaiochora - Greece
973,2014-08-11T18:48:15.000Z,36.1602,23.318,57.6,4.6,63km SSE of Gefyra - Greece
974,2014-08-08T08:20:46.400Z,34.7347,24.8939,16.52,4.8,35km S of Moirai - Greece
975,2014-08-04T05:54:01.310Z,38.712,15.692,171,4.3,18km WNW of Tropea - Italy
976,2014-08-03T22:22:45.390Z,40.6243,29.2073,10.04,4,1km WNW of Kadikoy - Turkey
977,2014-08-01T04:11:16.520Z,36.8561,3.181,10,5.5,11km N of Bordj el Kiffan - Algeria
978,2014-07-31T17:14:23.840Z,34.999,-2.9655,7.5,4.1,8km SSW of Selouane - Morocco
979,2014-07-28T14:00:06.490Z,39.3612,15.1887,272.61,4.3,64km WSW of Belvedere Marittimo - Italy
980,2014-07-22T08:04:17.530Z,34.1625,26.2431,25.62,4.8,100km SSE of Makry Gialos - Greece
981,2014-07-20T14:07:50.270Z,41.7853,35.9395,15,4.1,24km N of Bafra - Turkey
982,2014-07-20T08:15:04.170Z,37.8154,24.0148,184.33,4.2,3km ENE of Keratea - Greece
983,2014-07-19T01:22:00.240Z,34.1466,24.25,10,4,112km SSW of Tympakion - Greece
984,2014-07-18T03:58:58.770Z,38.2998,26.628,10.5,4.2,12km WSW of Urla - Turkey
985,2014-07-16T11:59:28.790Z,40.2592,26.2392,14,4,13km NW of Eceabat - Turkey
986,2014-07-15T12:25:52.330Z,39.174,29.09,5,4.1,13km NE of Simav - Turkey
987,2014-07-14T03:09:25.500Z,44.4833,6.6833,2,4.1,8km NNW of Jausiers - France
988,2014-07-13T11:18:07.840Z,40.8767,21.2405,20.4,4.1,13km ESE of Krani - Macedonia
989,2014-07-12T20:18:13.030Z,71.6942,-1.135,10,4.5,284km ENE of Olonkinbyen - Svalbard and Jan Mayen
990,2014-07-12T19:48:51.470Z,71.6786,-1.6216,10,4.5,267km ENE of Olonkinbyen - Svalbard and Jan Mayen
991,2014-07-11T12:09:56.090Z,71.5486,-2.9424,10,4.2,218km ENE of Olonkinbyen - Svalbard and Jan Mayen
992,2014-07-11T10:47:01.310Z,38.446,23.705,24.9,4,1km ESE of Afration - Greece
993,2014-07-11T09:46:04.980Z,38.446,23.708,25.8,4.6,2km ESE of Afration - Greece
994,2014-07-10T18:31:31.160Z,36.4553,27.0867,17.4,4.1,34km SSE of Kefalos - Greece
995,2014-07-10T07:58:06.160Z,36.083,30.215,5,4.3,24km SSE of Finike - Turkey
996,2014-07-09T23:45:02.120Z,40.4308,26.2658,14.9,4.4,28km NNW of Eceabat - Turkey
997,2014-07-09T18:36:23.080Z,36.8882,-3.9222,62.2,4.2,8km SSW of Arenas del Rey - Spain
998,2014-07-08T14:05:33.240Z,35.8663,23.6804,35.57,4.2,36km NNW of Kolimvarion - Greece
999,2014-07-06T17:01:29.470Z,34.1353,26.0707,32.6,4.4,100km S of Makry Gialos - Greece